0	13	True
0	21	True
0	31	True
0	42	True
0	186	True
0	240	True
0	281	True
0	311	True
0	399	True
0	422	True
0	445	True
0	487	True
0	488	True
0	498	True
0	524	True
0	557	True
0	571	True
0	580	True
0	583	True
0	584	True
0	605	True
0	642	True
0	643	True
0	653	True
0	712	True
0	713	True
0	720	True
0	737	True
0	738	True
0	790	True
0	803	True
0	806	True
0	817	True
0	822	True
0	827	True
0	880	True
0	883	True
0	905	True
0	906	True
0	950	True
0	997	True
0	1010	True
0	1028	True
0	1053	True
0	1054	True
0	1073	True
0	1135	True
0	1144	True
0	1173	True
0	1175	True
0	1196	True
0	1199	True
0	1200	True
0	1212	True
0	1217	True
0	1250	True
0	1255	True
0	1287	True
0	1290	True
0	1298	True
0	1304	True
0	1305	True
0	1314	True
0	1317	True
0	1321	True
0	1329	True
0	1341	True
0	1344	True
0	1348	True
0	1349	True
0	1350	True
0	1366	True
0	1393	True
0	1434	True
0	1460	True
0	1469	True
0	1498	True
0	1502	True
0	1503	True
0	1509	True
0	1530	True
0	1553	True
0	1556	True
0	1557	True
0	1558	True
0	1559	True
0	1560	True
0	1562	True
0	1563	True
0	1564	True
0	1570	True
0	1571	True
0	1574	True
0	1586	True
0	1589	True
0	1602	True
0	1610	True
0	1612	True
0	1617	True
0	1619	True
0	1625	True
0	1632	True
0	1637	True
0	1638	True
0	1639	True
0	1654	True
0	1689	True
0	1690	True
0	1691	True
0	1692	True
0	1696	True
0	1746	True
0	1748	True
0	1752	True
0	1754	True
0	1811	True
0	1835	True
0	1861	True
0	1862	True
0	1909	True
0	1940	True
0	1943	True
0	2059	True
0	2117	True
0	2122	True
0	2131	True
0	2143	True
0	2195	True
0	2229	True
0	2233	True
0	2248	True
0	2292	True
0	2301	True
0	2324	True
0	2336	True
0	2340	True
0	2342	True
0	2346	True
0	2353	True
0	2366	True
0	2368	True
0	2374	True
0	2378	True
0	2380	True
0	2396	True
0	2401	True
0	2402	True
0	2426	True
0	2427	True
0	2433	True
0	2469	True
0	2479	True
0	2492	True
0	2524	True
0	2525	True
0	2570	True
0	2572	True
0	2606	True
0	2610	True
0	2639	True
0	2655	True
0	2657	True
0	2666	True
0	2681	True
0	2695	True
0	2702	True
1	950	True
1	2057	True
1	2149	True
2	4	True
2	5	True
2	9	True
2	113	True
2	116	True
2	118	True
2	126	True
2	167	True
2	172	True
2	368	True
2	414	True
2	421	True
2	424	True
2	427	True
2	432	True
2	434	True
2	525	True
2	541	True
2	650	True
2	667	True
2	705	True
2	846	True
2	977	True
2	1033	True
2	1178	True
2	1185	True
2	1398	True
2	1851	True
2	1901	True
2	1933	True
2	1973	True
2	1993	True
2	1994	True
2	2002	True
2	2032	True
2	2090	True
2	2137	True
2	2203	True
2	2209	True
2	2212	True
2	2244	True
2	2317	True
3	116	True
3	122	True
3	301	True
3	413	True
3	420	True
3	427	True
3	432	True
3	477	True
3	478	True
3	525	True
3	541	True
3	774	True
3	1077	True
3	1169	True
3	1211	True
3	1398	True
3	2065	True
4	334	True
4	541	True
4	846	True
4	2137	True
5	262	True
5	541	True
5	1400	True
7	514	True
7	2206	True
8	598	True
8	1237	True
8	2544	True
9	1322	True
10	666	True
11	12	True
11	837	True
11	1915	True
11	2112	True
12	837	True
12	1915	True
12	2005	True
13	111	True
13	121	True
13	123	True
13	207	True
13	240	True
13	301	True
13	326	True
13	350	True
13	431	True
13	502	True
13	524	True
13	706	True
13	830	True
13	940	True
13	1020	True
13	1109	True
13	1127	True
13	1321	True
13	1361	True
13	1362	True
13	1391	True
13	1640	True
13	1901	True
