artistName,musicName,Radiojavan_play,Radiojavan_likes,pubdate,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Sirvan Khosravi,Be Hamin Zoodi (Replaced Too Soon),16267393,28883,Jul 31 2013,20,0.587,0.593,-8.409,0.0303,0.617,0.000406,0.157,0.326,130.965,285362
Masih,Leila,16258517,16890,Dec 11 2019,33,0.396,0.708,-6.557,0.106,0.435,0,0.21,0.243,167.497,195044
Wantons,Hanoozam,16257558,18310,Jan 21 2016,37,0.657,0.813,-6.324,0.0781,0.286,0,0.27,0.163,111.998,207910
Shahab Tiam,Maajara,16252874,15939,Jun 9 2019,30,0.836,0.797,-5.204,0.0585,0.0849,3.01E-06,0.0558,0.923,122.041,196229
Moein,Ashegh Ke Beshi,16244127,15145,Nov 19 2015,15,0.762,0.798,-4.345,0.0494,0.829,0,0.0962,0.879,146.964,199001
Zedbazi,Nakoni Bavar,16178692,22712,May 15 2013,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Shahab Mozaffari,Setayesh,16154156,18918,Sep 20 2019,37,0.466,0.534,-7.88,0.052,0.579,0,0.0907,0.386,129.632,204181
Morteza Pashaei,Ghalbam Roo Tekrare,16034174,27266,Aug 31 2014,39,0.762,0.793,-4.344,0.147,0.173,0,0.376,0.665,127.975,199001
Reza Bahram,Kash,16023631,12796,Aug 13 2019,42,0.444,0.898,-3.931,0.358,0.202,0,0.364,0.924,177.106,193280
Wantons,Boome Naghashi,16019819,20175,Nov 24 2018,35,0.781,0.618,-9.548,0.111,0.32,0,0.138,0.232,119.988,217469
TM Bax,Ni Copito,16012108,17752,Apr 10 2020,41,0.717,0.765,-3.269,0.345,0.563,0,0.273,0.963,180.167,195000
Zedbazi,Nakoni Bavar,15998398,20492,Apr 24 2018,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Reza Bahram,Lotf,15963622,15859,Jan 26 2020,34,0.348,0.751,-5.171,0.258,0.478,0,0.335,0.701,202.021,250693
Mohammad Alizadeh,Bimaram,15948294,17041,Jan 14 2017,19,0.621,0.582,-7.673,0.032,0.671,0,0.0978,0.402,101.879,274933
Babak Jahanbakhsh,Zibaye Bitab,15907537,21088,Mar 4 2019,25,0.47,0.629,-5.69,0.0396,0.724,0,0.108,0.381,135.83,281954
Morteza Pashaei,Hesse Jadid,15898989,17820,Aug 16 2015,17,0.784,0.777,-5.54,0.304,0.0351,2.57E-06,0.23,0.511,127.967,185025
Amirhossein Eftekhari,Marde Majnoon,15884449,30582,May 21 2017,33,0.637,0.857,-5.954,0.12,0.0945,0,0.424,0.548,120.018,223766
Hoorosh Band,Mesle Man Bash,15874223,23527,Nov 28 2017,36,0.618,0.572,-6.656,0.0983,0.528,0,0.0805,0.538,147.919,182700
Ebi,Nafas Nafas,15871517,24455,Dec 24 2017,36,0.68,0.826,-4.347,0.106,0.173,0.000128,0.184,0.326,120.027,217467
Babak Jahanbakhsh,Zendegi Edame Dare,15857305,20376,Jun 23 2019,30,0.612,0.752,-5.592,0.0379,0.824,0,0.0993,0.457,127.991,278950
Alishmas,Yadegaria,15837558,27440,Oct 29 2016,20,0.641,0.491,-8.581,0.221,0.626,0.00159,0.0969,0.572,128.079,266424
Mehdi Ahmadvand,Khalse,15812736,18755,Jan 24 2019,26,0.78,0.762,-8.38,0.0365,0.308,7.99E-05,0.112,0.565,103.947,235874
Amir Tataloo,Mr. Lodeh,15794705,20133,Feb 27 2016,43,0.778,0.822,-4.638,0.229,0.427,0,0.131,0.767,100.958,549048
Hoorosh Band,In Ghararemon Nabood,15775481,19486,Apr 4 2018,20,0.604,0.227,-11.379,0.0373,0.878,0,0.113,0.246,129.726,221629
Ashvan,Gharghe Gerye,15731188,17578,Jan 24 2020,26,0.559,0.599,-6.973,0.0636,0.634,0,0.229,0.513,121.612,296124
Morteza Pashaei,Nabze Ehsas,15651994,20569,Sep 25 2012,32,0.602,0.493,-6.377,0.0321,0.851,0,0.122,0.43,139.967,275500
Baran,100 Baar,15637562,21737,Oct 31 2013,30,0.908,0.841,-2.96,0.0575,0.0491,7.04E-06,0.124,0.816,130.014,222407
Chaartaar,Asemaan ham zamin mikhorad,15601852,19747,Aug 3 2015,18,0.595,0.523,-8.292,0.039,0.705,8.02E-06,0.383,0.356,149.978,230531
Googoosh,Baraaye Man,15508034,14913,Sep 6 2012,24,0.566,0.766,-5.436,0.0867,0.704,7.06E-06,0.191,0.841,130.057,211400
Zedbazi,Nakoni Bavar,15465275,18046,Aug 27 2015,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Amin Bani,Che Kardi,15446756,26621,May 22 2018,33,0.503,0.12,-16.114,0.0317,0.869,4.13E-06,0.119,0.138,73.31,220464
TM Bax,Motadetam,15383194,20442,Aug 17 2017,43,0.828,0.61,-9.007,0.166,0.511,0.0309,0.227,0.738,121.988,275461
Siavash Ghomayshi,Yadegari,15365703,13950,Jan 24 2013,37,0.645,0.495,-7.553,0.027,0.286,0.000278,0.526,0.228,129.979,269067
Ashvan,Moghaser,15357514,20025,Jul 9 2018,15,0.696,0.78,-5.842,0.164,0.487,0,0.0917,0.601,140.01,197224
Amirabbas Golab,Shahe Ghalbam,15354002,23315,Jun 28 2018,24,0.415,0.814,-3.031,0.175,0.756,0,0.147,0.492,106.614,205009
Masih,Mane,15318494,17137,Oct 24 2013,14,0.391,0.842,-6.227,0.119,0.553,0.0135,0.361,0.395,100.035,206759
poobon,Nananana!,15311292,16828,Jul 2 2018,30,0.451,0.521,-7.398,0.0752,0.588,0.000865,0.111,0.555,169.489,192262
Habib,Kharchanghaye Mordabi,15246143,20578,May 12 2013,34,0.426,0.658,-4.752,0.0307,0.376,0,0.149,0.382,137.609,309499
Sami Beigi,Ey Joonam,15231491,17246,Sep 1 2011,48,0.507,0.845,-2.977,0.0763,0.314,1.34E-06,0.0903,0.64,104.947,210442
Arta,Messe Avalash,15209216,19564,May 14 2019,36,0.624,0.624,-5.617,0.043,0.176,0,0.151,0.386,82.968,187991
Amir Tataloo,Bezar Too Hale Khodam Basham,15189336,27690,Jan 3 2014,21,0.776,0.793,-6.414,0.0456,0.286,0.0558,0.064,0.845,125.966,241946
Zedbazi,Nakoni Bavar,15091483,18134,Jun 27 2019,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Meysam Ebrahimi,Jono Delam,15059313,19164,Apr 28 2018,43,0.499,0.733,-5.923,0.197,0.259,0,0.208,0.772,141.968,192672
Mohsen Chavoshi,Divooneh,15041275,25690,May 16 2016,22,0.328,0.378,-9.68,0.0322,0.478,8.73E-05,0.0977,0.336,129.656,278178
Reza Sadeghi,Shahr Ashoob,15007403,15094,Aug 19 2019,34,0.678,0.762,-5.716,0.056,0.424,1.23E-06,0.231,0.787,114.827,181453
Hoorosh Band,Yade To Mioftam,14997337,17811,Feb 12 2017,22,0.473,0.576,-6.511,0.0403,0.587,0,0.23,0.274,79.799,220552
Tohi,Amazing,14983017,18537,Feb 5 2018,17,0.791,0.814,-4.499,0.0548,0.236,0.000139,0.114,0.904,109.944,211636
Shahab Mozaffari,Migan Ke Avaz Shodi,14957212,20708,Nov 8 2016,15,0.616,0.872,-6.349,0.166,0.45,1.36E-06,0.046,0.753,165.004,207334
Mehdi Jahani,Barf,14945678,14911,Jan 22 2014,14,0.564,0.505,-6.645,0.0319,0.539,2.66E-05,0.153,0.133,127.738,193296
poobon,Tigh,14900886,20072,Feb 29 2020,43,0.619,0.589,-8.368,0.112,0.25,2.26E-05,0.114,0.1,159.936,168648
Mohsen Chavoshi,Zendan,14842507,25204,Feb 26 2017,36,0.476,0.843,-5.803,0.277,0.196,0,0.489,0.656,120.181,232124
Shadmehr Aghili,Esmam Dare Yadam Mire,14833407,16447,Aug 2 2012,35,0.753,0.706,-7.353,0.0583,0.485,5.09E-05,0.0971,0.742,95.03,176680
Masih,Dast Be Yeki,14805450,15923,Apr 23 2020,30,0.69,0.539,-7.245,0.0656,0.504,0,0.0948,0.349,140.017,161686
Zedbazi,Nakoni Bavar,14775418,17309,Dec 27 2019,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Moein,Bi to Nemitoonam,14751420,12295,Mar 1 2016,13,0.69,0.656,-7.857,0.0968,0.0208,0,0.133,0.417,127.921,165773
Bozorg,Bitab,14731997,27699,Feb 27 2015,36,0.7,0.505,-9.769,0.0343,0.722,0,0.0993,0.161,113.01,273682
Masih,Khodeto Beresoon,14722270,16581,May 31 2015,18,0.61,0.789,-5.092,0.0527,0.146,0,0.385,0.412,149.986,256052
Alireza Talischi,Nafase Ki Budi To,14700601,16851,Jun 19 2017,14,0.77,0.829,-4.465,0.0603,0.304,0,0.0664,0.799,115.982,187320
Anita,Kafie Bekhaam,14698006,15441,Mar 13 2019,20,0.715,0.849,-3.971,0.0427,0.0418,1.43E-06,0.0836,0.917,109.981,188527
Mohammad Alizadeh,Gham-e Donyas,14675881,13764,Feb 27 2013,14,0.739,0.841,-5.331,0.0988,0.0646,4.22E-06,0.16,0.668,124.949,286147
Sasy,Ye Jure Digast,14663716,12968,Dec 16 2016,35,0.485,0.702,-5.348,0.226,0.299,0,0.115,0.709,153.122,175935
Reza Sadeghi,Ye Chizi Mishe Dige,14650944,16673,Mar 10 2020,39,0.595,0.544,-9.387,0.0332,0.729,0,0.0729,0.462,129.035,163776
Ali Yasini,Parvaz,14648548,18440,Aug 9 2019,26,0.546,0.704,-5.916,0.274,0.441,0,0.124,0.39,78.014,201601
Ebi,Ghalb Ghaap,14642623,10705,Aug 8 2019,33,0.636,0.801,-6.783,0.242,0.238,0,0.376,0.439,100.021,197432
Ehaam,Vay Az In Halam,14632888,18781,Feb 17 2019,24,0.789,0.611,-7.092,0.228,0.384,0,0.0829,0.379,116.021,208614
Macan Band,Pisham Bekhand,14592013,23999,Feb 17 2018,28,0.715,0.826,-6.342,0.109,0.414,2.26E-06,0.274,0.767,105.089,192458
Macan Band,Ye Asre Khoob,14586063,17433,Nov 17 2018,25,0.743,0.646,-7.272,0.334,0.101,0,0.59,0.893,96.142,168791
Babak Jahanbakhsh,Sheydaei,14570439,19436,Dec 20 2018,26,0.633,0.817,-4.683,0.113,0.742,0,0.235,0.719,87.954,241229
Shadmehr Aghili,Edame Midamet,14559470,16926,Dec 9 2016,29,0.602,0.811,-4.586,0.0419,0.564,0,0.444,0.707,154.044,208980
Arash,Melody,14508379,16517,Aug 1 2011,29,0.72,0.84,-6.25,0.0278,0.0161,0.000133,0.106,0.944,128.004,192467
Hamed Homayoun,Hakeme Ehsas,14465129,20802,Mar 12 2017,28,0.802,0.796,-4.288,0.126,0.0824,0,0.449,0.69,126.002,179541
Zedbazi,Saat Vayse,14443962,21275,Jul 25 2012,25,0.692,0.73,-10.008,0.0374,0.586,2.27E-05,0.0798,0.781,126.036,312737
Googoosh,Eshgh,14442118,18774,Feb 13 2015,35,0.842,0.542,-8.173,0.0501,0.535,0,0.124,0.625,119.997,297720
Wantons,Pas Man Chi,14437849,18996,Feb 14 2016,35,0.823,0.44,-11.056,0.0958,0.49,1.26E-06,0.11,0.471,97.984,274352
poobon,Tigh,14432390,17781,Jan 16 2020,43,0.619,0.589,-8.368,0.112,0.25,2.26E-05,0.114,0.1,159.936,168648
Alireza Talischi,Bam Nabood Kasi,14414209,14303,Oct 13 2019,21,0.682,0.849,-3.877,0.0643,0.716,0,0.089,0.897,93.982,186541
Babak Mafi,Havaasam Nist,14403802,21978,Jun 1 2018,25,0.796,0.54,-5.586,0.029,0.44,3.37E-06,0.11,0.681,104.999,209986
Sina Shabankhani,Tabe Cheshmat,14403230,15349,Sep 15 2015,15,0.829,0.777,-4.65,0.0748,0.108,1.22E-05,0.568,0.902,122.036,220395
Seven Band,Donyaye Bade To,14373341,20642,Apr 18 2017,17,0.401,0.623,-7.176,0.0463,0.578,7.88E-05,0.113,0.29,146.019,271622
Behnam Bani,Tavagho Nadaram,14366760,20168,Oct 29 2017,24,0.614,0.649,-4.583,0.0621,0.839,0,0.217,0.436,62.986,210144
Behzad Leito,Too in Shahr,14349241,16846,Oct 4 2019,27,0.612,0.642,-4.445,0.039,0.417,0,0.0993,0.0625,80.043,182545
Mohsen Yeganeh,Akhe Dele Man,14337854,14812,May 7 2013,29,0.62,0.784,-7.462,0.0512,0.772,0,0.0951,0.781,176.058,267163
Eddie Attar,Khodet Chi,14336358,13562,Jul 11 2019,22,0.833,0.732,-4.724,0.111,0.212,0,0.0571,0.919,122.986,189807
Ho3ein,12 Be Bad,14321127,18917,Dec 21 2019,39,0.895,0.842,-3.868,0.269,0.127,0,0.0263,0.655,110.02,235154
Mehrad Hidden,Seyl,14318853,15961,Aug 26 2015,44,0.781,0.553,-7.21,0.189,0.0782,0,0.341,0.42,95.995,352500
Fariborz Lachini,Adat - Solo Piano - Shadmehr Aghili,14307414,16386,Feb 4 2016,9,0.634,0.0458,-21.106,0.0569,0.994,0.902,0.129,0.184,134.037,258183
Aron Afshar,Kojaei,14297697,12265,Dec 8 2019,34,0.669,0.881,-3.195,0.116,0.658,0,0.292,0.636,109.05,220512
Farzad Farzin,Bi Enteha,14282418,15429,Feb 17 2020,35,0.385,0.519,-5.88,0.0442,0.784,0,0.182,0.316,83.986,195580
Eddie Attar,Mano Doost Dari,14258071,14156,Mar 13 2019,24,0.638,0.851,-4.434,0.264,0.261,8.07E-06,0.641,0.637,95.967,183433
Koorosh,Yebaram Man,14254196,14825,Jun 4 2019,37,0.707,0.495,-9.132,0.0876,0.483,6.54E-06,0.112,0.207,89.974,325382
Epicure,Balatar,14247440,13541,Mar 13 2019,15,0.771,0.847,-4.071,0.0902,0.0892,2.56E-05,0.0612,0.971,103.006,200804
Arash,Ba Man Soot Bezan,14246649,13726,Nov 3 2014,22,0.714,0.891,-5.214,0.04,0.078,3.38E-06,0.0696,0.782,128.018,211053
Xaniar Khosravi,Age Mimoondi,14205892,22468,Feb 7 2017,12,0.67,0.559,-9.918,0.0335,0.645,0.000123,0.0731,0.615,124.907,254067
Amirabbas Golab,Delkhoshi,14131633,22095,Jun 5 2016,16,0.333,0.564,-6.441,0.0421,0.645,0,0.0914,0.234,122.653,250697
Behzad Leito,Doostam Hastan,14120584,20930,Oct 10 2014,22,0.635,0.723,-6.454,0.243,0.704,0,0.118,0.704,160.02,247353
Hamed Homayoun,Aah Nakesh,13990265,9058,May 7 2016,17,0.544,0.494,-8.751,0.0599,0.796,3.56E-05,0.322,0.392,167.94,213447
Amirhossein Eftekhari,Nimeye Penhan,13947928,18885,Jun 1 2019,19,0.692,0.644,-6.001,0.0438,0.544,0,0.141,0.473,108.07,196677
Masih,Damet Garm,13943471,14539,Nov 5 2019,23,0.697,0.859,-5.509,0.299,0.206,0,0.0746,0.167,108.915,164377
Morteza Pashaei,Asre Paeizi,13936631,24277,Jan 18 2014,30,0.644,0.637,-7.174,0.0778,0.851,0,0.118,0.669,75.981,182688
7th Band,Ey Dad,13922123,17283,Aug 25 2018,20,0.761,0.785,-6.096,0.238,0.347,2.23E-06,0.0517,0.658,100.013,218534
Puzzle Band,Kar Dadi Dastam,13917373,20780,Aug 27 2017,21,0.623,0.812,-2.774,0.0925,0.218,0,0.0661,0.682,157.457,178338
Tik Taak,Shol Tekoon,13883375,19179,May 3 2017,31,0.936,0.58,-4.886,0.148,0.131,0,0.11,0.809,105.03,246909
Amin Rostami,Eshgh Jan,13875040,17825,Jul 17 2018,36,0.789,0.697,-7.85,0.165,0.128,2.13E-05,0.364,0.968,120.001,189100
Donya,Nemidoonam Nemidoonam,13829902,13603,Dec 27 2018,23,0.621,0.883,-3.557,0.0746,0.0171,0.00217,0.093,0.867,182.959,188030
Mohsen Yeganeh,Khodkhah,13799208,16631,Apr 2 2020,41,0.676,0.667,-6.117,0.0297,0.216,0,0.149,0.522,119.999,252000
Moein Z,Rozaye Rafte,13779586,22589,Nov 13 2017,25,0.534,0.823,-3.581,0.266,0.578,0,0.173,0.625,179.79,240040
Ali Zand Vakili,Roosari Abi,13772405,16354,Jan 25 2019,28,0.698,0.717,-1.817,0.146,0.441,0,0.249,0.639,84.86,219965
Shayea,Telo,13705889,20535,Feb 3 2019,38,0.66,0.613,-7.521,0.0435,0.296,0,0.117,0.0339,119.913,187221
Ali N. Askin,Mara Beboos,13702094,20870,Oct 1 2019,22,0.363,0.185,-7.648,0.0315,0.925,0,0.11,0.223,104.148,173324
Moein,Khooneye Arezoo,13659374,18793,Dec 7 2018,22,0.408,0.546,-5.496,0.0578,0.892,0,0.114,0.445,168.039,213365
Hamid Hiraad,Shab Ke Shod,13655935,14621,Sep 9 2017,22,0.879,0.911,-2.035,0.192,0.0972,0.00273,0.069,0.771,123.984,204213
Hoorosh Band,Mara Divane Kardi,13560216,19267,Oct 15 2018,20,0.629,0.542,-5.322,0.0359,0.711,0,0.205,0.382,82.467,189565
Hamed Homayoun,Asheghaneh,13558968,16263,Aug 20 2017,22,0.72,0.714,-5.607,0.0508,0.652,0,0.196,0.872,109.953,168312
Ashvan,Man Adame Royaye To Nistam,13556439,21597,Mar 4 2017,25,0.698,0.795,-6.544,0.0693,0.576,0.00205,0.352,0.693,115.015,238225
Erfan,Mano Natarsoon,13545492,17398,Oct 4 2012,34,0.775,0.748,-6.428,0.202,0.378,0,0.369,0.459,105.018,232360
Behzad Leito,Nagoo Mese Oonaam,13538188,17063,Nov 25 2016,32,0.723,0.552,-7.82,0.106,0.425,0,0.0957,0.576,140.011,227005
Amirhossein Eftekhari,Moo Parishan,13521723,11974,Aug 12 2019,24,0.785,0.935,-2.62,0.147,0.41,0,0.112,0.859,119.862,185758
Amir Khalvat,Baraye,13511497,19115,Apr 29 2012,31,0.862,0.792,-4.378,0.101,0.298,0,0.059,0.671,90.056,172762
Hamid Hiraad,Ashegh,13508418,15490,Aug 13 2018,24,0.707,0.775,-3.862,0.0496,0.0272,0,0.368,0.491,139.495,216774
Ahllam,In Del Shode Havaei,13497467,13836,Apr 15 2019,22,0.805,0.873,-1.046,0.0599,0.664,0,0.112,0.963,112.935,182280
Sepehr Khalse,"Siah Mese Barf (feat. Alireza JJ, Sijal & Behzad Leito)",13497153,13756,Sep 23 2016,32,0.686,0.778,-3.156,0.258,0.454,0,0.0995,0.588,158.023,270420
Armin 2afm,Beza Play She Musicam - Let'S Play My Music,13437901,19526,Jul 16 2016,17,0.766,0.83,-4.602,0.103,0.0217,0.00548,0.368,0.383,123.01,207256
Macan Band,Shik,13416508,14478,Aug 23 2017,22,0.77,0.716,-5.287,0.144,0.125,8.06E-05,0.0888,0.374,119.975,180301
Hamed Homayoun,Che Eshghi,13405637,10723,Jan 12 2017,20,0.67,0.65,-7.473,0.104,0.13,0,0.255,0.464,104.017,185304
Puzzle Band,Be Saram Zade,13388303,17227,Feb 24 2017,19,0.642,0.781,-5.134,0.0373,0.304,0,0.152,0.584,91.994,263576
Wantons,Age Payeyi,13372738,11092,Mar 13 2019,17,0.686,0.854,-4.461,0.453,0.47,1.45E-06,0.529,0.556,119.215,206734
Shadmehr Aghili,Sedam Bezan,13369669,16274,Feb 20 2018,31,0.609,0.565,-6.241,0.0448,0.853,0,0.107,0.514,89.871,204905
Babak Jahanbakhsh,Sedaye Eshgh,13313678,19490,Mar 1 2015,14,0.597,0.843,-4.634,0.0771,0.612,0,0.0961,0.526,98.152,238878
Hamed Homayoun,Khoda Hamin Havalie,13297931,16250,Oct 31 2016,22,0.834,0.705,-6.397,0.0515,0.0935,0,0.356,0.618,119.988,151824
Eddie Attar,Jadidan,13275659,9643,Aug 30 2018,18,0.839,0.727,-5.896,0.0659,0.0449,0.0292,0.117,0.949,123.985,189624
Masih & Arash Ap,Riz Pichid,13234187,12692,Aug 26 2015,24,0.651,0.824,-4.651,0.182,0.123,0,0.32,0.537,119.918,217313
Hamid Sefat,Too Deli,13208006,15282,Mar 21 2020,39,0.74,0.948,-3.542,0.0839,0.137,0.0711,0.0786,0.845,100.005,199848
Ali Yasini,Esme To Chi Dare,13165945,14467,Nov 6 2019,33,0.682,0.666,-7.148,0.0949,0.403,0,0.219,0.539,93.005,163279
Ebi,Hezaro Yek Shab,13150944,12640,Feb 20 2013,34,0.549,0.524,-12.766,0.042,0.111,0,0.389,0.568,125.137,264176
Moein,Tannaz,13149392,10246,Jan 24 2013,24,0.79,0.564,-8.9,0.0437,0.496,1.16E-05,0.0351,0.922,149.72,272000
Sogand,Ayne Ayne,13127831,16675,Nov 7 2019,25,0.747,0.529,-6.636,0.141,0.729,2.62E-06,0.109,0.202,144.936,219456
Dariush,Donyaye In Roozaye Man,13127545,15855,Jan 24 2013,36,0.573,0.457,-8.435,0.0304,0.818,0.000851,0.152,0.254,126.011,284266
Ehsan Khajehamiri,Yekio Daram,13094650,16001,Jul 8 2019,26,0.725,0.9,-5.108,0.274,0.297,0,0.134,0.822,109.996,169679
Shayea,Tangi Nafas,13089561,20817,Mar 9 2018,33,0.478,0.391,-9.831,0.173,0.576,0,0.094,0.195,97.569,266685
Koorosh,Yebaram Man,13089380,12840,Apr 4 2019,37,0.707,0.495,-9.132,0.0876,0.483,6.54E-06,0.112,0.207,89.974,325382
Mehdi Ahmadvand,Naro,13079252,18139,Nov 18 2018,24,0.618,0.703,-5.84,0.0448,0.729,0,0.0878,0.585,172.235,245656
Hamed Homayoun,Parseh,13059031,13646,Nov 20 2018,27,0.813,0.893,-3.281,0.24,0.21,0,0.283,0.822,114.017,144215
Dariush,Parastesh,13031499,21474,May 2 2015,19,0.431,0.448,-7.171,0.0286,0.809,3.37E-05,0.0987,0.389,95.248,242800
Puzzle Band,Dastan - Remix,13028880,18860,Jun 1 2018,13,0.7,0.867,-4.195,0.0853,0.27,0.000812,0.0743,0.615,104.043,198519
Shadmehr Aghili,Noghte Zaaf,13004728,17478,Feb 20 2018,25,0.592,0.849,-4.298,0.0468,0.573,0,0.106,0.344,127.955,238759
Sirvan Khosravi,Tajob Nakon,13004271,21020,Feb 13 2017,24,0.604,0.578,-9.354,0.0457,0.627,0.00312,0.121,0.767,165.915,282568
Mehrad Hidden,Seyl,12994031,26997,Jan 12 2017,44,0.781,0.553,-7.21,0.189,0.0782,0,0.341,0.42,95.995,352500
Macan Band,Nakhoda,12993731,12154,Oct 20 2019,22,0.556,0.779,-4.297,0.216,0.597,0,0.135,0.409,155.986,248101
Reza Sadeghi,To Ke Hassasi,12978609,25195,Aug 10 2017,39,0.47,0.851,-3.934,0.245,0.267,0,0.153,0.725,141.947,207856
Hamid Hiraad,Faramoosh Kon,12954342,14641,Jun 7 2017,29,0.604,0.841,-3.221,0.129,0.315,0.000175,0.095,0.632,90.009,282723
Jay Lei Sij,Too Moshtam,12914129,16723,Dec 13 2018,26,0.779,0.529,-9.508,0.147,0.123,0,0.083,0.278,97.974,249575
Ebi,Geryeh Nakon,12872236,11649,Feb 20 2013,30,0.693,0.551,-10.762,0.0385,0.269,0,0.0963,0.332,120.129,284552
Hamid Hiraad,Hel Heleh,12863761,15793,Jul 10 2018,22,0.709,0.954,-2.325,0.105,0.0212,0,0.787,0.466,121.076,208264
Octave,2 Saal,12858909,12914,Aug 17 2019,32,0.701,0.831,-4.28,0.0648,0.254,1.25E-05,0.109,0.769,98.002,236983
Moein,Be to Madyoonam,12848907,17796,Mar 15 2014,24,0.534,0.828,-3.17,0.169,0.791,0,0.188,0.633,157.401,193143
Hayedeh,Nagoo Nemiyam,12815683,11149,Mar 12 2013,35,0.683,0.615,-9.037,0.0751,0.581,1.09E-05,0.12,0.84,158.935,388000
Edvin,Beshmar 3,12797959,12289,Jan 2 2019,17,0.703,0.716,-6.249,0.0484,0.0191,0.000535,0.0846,0.514,127.976,180037
Ehaam,Boghz,12763508,21079,Aug 22 2017,23,0.601,0.446,-9.143,0.0323,0.774,0,0.103,0.313,80.01,316083
Hoorosh Band,Tarkam Nakonia,12755734,15385,Nov 29 2018,23,0.755,0.308,-11.805,0.0425,0.519,3.42E-05,0.0848,0.406,89.932,204709
Hoorosh Band,Khastam,12744689,16654,Aug 12 2018,23,0.68,0.613,-6.312,0.0691,0.64,0,0.216,0.5,110.001,200221
Dariush,Cheshme Man (Live),12724708,14683,Feb 1 2013,13,0.32,0.395,-12.526,0.0518,0.839,0.000306,0.951,0.273,71.966,338496
Reza Sadeghi,Nafas,12691683,18012,Mar 1 2018,26,0.693,0.793,-6.712,0.0527,0.529,0,0.0666,0.459,124.033,205206
Yas,Esalat,12668382,21911,Feb 3 2019,33,0.747,0.479,-9.472,0.417,0.815,0,0.0926,0.552,87.93,330006
Amirhossein Eftekhari,Ziba Negara,12661302,16632,May 13 2018,24,0.853,0.659,-5.559,0.0692,0.0255,5.27E-05,0.103,0.609,120.044,172801
Ebi,Jahaan Bedoone To,12646103,10616,Aug 8 2019,34,0.512,0.643,-6.662,0.0733,0.705,1.08E-05,0.142,0.289,119.945,243444
Macan Band,Baroon,12645392,12425,Jan 8 2017,17,0.793,0.844,-5.595,0.0732,0.0354,0.000186,0.0905,0.292,119.976,243829
Hamed Homayoun,Heyhaat,12638207,16587,Oct 2 2016,21,0.764,0.652,-5.906,0.128,0.419,0,0.0767,0.602,109.91,181420
Hamed Homayoun,Nimeye Man,12590364,17734,Nov 28 2017,28,0.799,0.882,-4.285,0.0597,0.114,0,0.328,0.617,127.978,178125
Mohsen Yeganeh,Sokoot (Mehran Abbasi Remix),12529745,16953,Aug 12 2010,31,0.801,0.893,-3.524,0.0747,0.0124,9.00E-05,0.313,0.571,131.993,291003
Farzad Farokh,Havaye To (Dynatonic Remix),12522246,13683,Nov 8 2017,12,0.841,0.61,-8.039,0.261,0.527,0.000458,0.101,0.943,105.006,205767
Sami Beigi,To Khoobi,12512376,19210,Sep 9 2016,26,0.735,0.818,-4.486,0.0495,0.579,0,0.208,0.962,145.991,212075
Ehaam,Negar,12486606,22771,Oct 13 2018,27,0.335,0.469,-8.266,0.0563,0.779,0,0.154,0.225,160.433,198400
Evan Band,To Ke Maroufi,12480545,13307,Jan 18 2019,39,0.645,0.658,-5.774,0.0354,0.505,0,0.0954,0.367,119.937,235363
Alireza Jj,Ziadesh Khoobe - Arian Goleh Remix,12456853,14320,Sep 23 2016,38,0.766,0.844,-5.47,0.0615,0.0348,2.50E-06,0.0911,0.449,119.963,234057
Reza Sadeghi,Hale Baroon,12447429,10719,May 23 2017,23,0.555,0.635,-6.82,0.0588,0.693,6.17E-06,0.143,0.732,94.875,220160
Jay Lei Sij,Too Moshtam,12442198,13719,Dec 13 2018,26,0.779,0.529,-9.508,0.147,0.123,0,0.083,0.278,97.974,249575
Mohsen Yeganeh,Nemishe,12374182,14102,Oct 21 2012,16,0.52,0.845,-5.853,0.11,0.371,0,0.233,0.49,168.091,274233
Arman Garshasbi,Shab,12293052,19164,Sep 17 2017,31,0.526,0.614,-7.064,0.0503,0.627,0,0.133,0.137,116.022,254138
Ali Yasini,Age Be Man Bood,12287067,14223,Mar 5 2018,19,0.53,0.597,-7.172,0.439,0.387,0,0.174,0.551,185.948,187782
Farzad Farzin,Ayandeh,12255016,11314,Aug 24 2019,35,0.387,0.528,-6.202,0.0436,0.492,0,0.0988,0.268,159.714,220292
Moein,Jane Man,12214067,13913,Aug 3 2017,25,0.812,0.842,-4.634,0.0778,0.528,0,0.48,0.774,113.348,201707
Nikita,Ba to Behtare,12213579,18222,Oct 28 2017,13,0.701,0.8,-5.184,0.161,0.111,0.000122,0.0894,0.582,104.817,193934
Mohsen Yeganeh,Donbalesh Miram,12206747,12416,May 10 2015,22,0.669,0.85,-6.2,0.316,0.101,0,0.143,0.504,129.055,226627
